year,state,abbr,electors,d_pv,pop,area,d_pv_nat,d_2pv_nat,d_cand,r_cand,winner,incumb_party,d_incumb,r_incumb,d_prev_admin,r_prev_admin,d_hsa,r_hsa,d_rsa,r_rsa,d_2pv,state_winner,dem_hsa_advantage,rep_hsa_advantage,dem_rsa_advantage,rep_rsa_advantage,total_rep_electors,total_dem_electors
1972,Oregon,OR,6,42.32573878,2197297,96003,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,44.65993364,0,0,0,0,0,521,17
1976,Oregon,OR,6,47.61806276,2378262,96003,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,49.91282683,0,0,0,0,0,241,297
1980,Oregon,OR,6,38.66981065,2641218,96003,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,44.44740615,0,0,0,0,0,448,90
1984,Oregon,OR,7,43.73968123,2666588,96003,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,43.89528866,0,0,0,0,0,525,13
1988,Oregon,OR,7,51.2781124,2741297,96003,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,52.3836808,1,0,0,0,0,426,112
1992,Oregon,OR,7,42.47885506,2973934,96003,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,56.63389152,1,0,0,0,0,168,370
1996,Oregon,OR,7,47.15197132,3195087,96003,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,54.69311572,1,0,0,0,0,159,379
2000,Oregon,OR,7,46.95994002,3429708,96003,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,50.23589198,1,0,0,0,0,271,267
2004,Oregon,OR,7,51.34866304,3569463,96003,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,52.10862577,1,0,0,0,0,286,252
2008,Oregon,OR,7,56.74880626,3768748,96003,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,58.41372118,1,0,0,0,0,173,365
2012,Oregon,OR,7,54.23932665,3899001,96003,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,56.27116718,1,0,0,0,0,206,332
2016,Oregon,OR,7,50.071852,4089976,96003,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,56.15583895,1,0,0,0,0,306,232
2020,Oregon,OR,7,56.45331865,4237256,96003,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,58.30715698,1,0,0,0,0,229,307
1952,Pennsylvania,PA,32,46.85185602,10503000,44820,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,47.04607,0,0,0,0,0,442,89
1956,Pennsylvania,PA,32,43.30312905,10972000,44820,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,43.39303454,0,0,0,0,0,457,74
1960,Pennsylvania,PA,32,51.05884482,11329000,44820,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,51.16413589,1,0,0,0,0,220,317
1964,Pennsylvania,PA,29,64.92131984,11519000,44820,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,65.16560862,1,0,0,0,0,52,486
1968,Pennsylvania,PA,29,47.58717908,11741000,44820,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,51.94724724,1,0,0,0,0,320,218
1972,Pennsylvania,PA,27,39.13131342,11908233,44820,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,39.83070271,0,0,0,0,0,521,17
1976,Pennsylvania,PA,27,50.39567935,11897378,44820,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,51.35713909,1,0,0,0,0,241,297
1980,Pennsylvania,PA,27,42.47593062,11868305,44820,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,46.13836413,0,0,0,0,0,448,90
1984,Pennsylvania,PA,25,45.98917667,11815172,44820,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,46.29926853,0,0,0,0,0,525,13
1988,Pennsylvania,PA,25,48.3867405,11845752,44820,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,48.830453,0,0,0,0,0,426,112
1992,Pennsylvania,PA,23,45.14616487,11980819,44820,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,55.54852946,1,0,0,0,0,168,370
1996,Pennsylvania,PA,23,49.22612477,12038008,44820,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,55.16120536,1,0,0,0,0,159,379
2000,Pennsylvania,PA,23,50.60817131,12284173,44820,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,52.14847871,1,0,0,0,0,271,267
2004,Pennsylvania,PA,21,50.92380914,12410722,44820,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,51.2582821,1,0,0,0,0,286,252
2008,Pennsylvania,PA,21,54.48552801,12612285,44820,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,55.22970381,1,0,0,0,0,173,365
2012,Pennsylvania,PA,20,52.0768577,12767118,44820,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,52.731934,1,0,0,0,0,206,332
2016,Pennsylvania,PA,20,47.85361616,12782275,44820,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,49.62446419,0,0,0,0,0,306,232
2020,Pennsylvania,PA,20,50.00849568,13002700,44820,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,50.58920526,1,1,0,0,0,229,307
1952,Rhode Island,RI,4,49.0455925,802000,1034,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,49.07756115,0,0,0,0,0,442,89
1956,Rhode Island,RI,4,41.74030149,840000,1034,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,41.74051686,0,0,0,0,0,457,74
1960,Rhode Island,RI,4,63.62755373,855000,1034,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,63.62771062,1,0,0,0,0,220,317
1964,Rhode Island,RI,4,80.86907927,885000,1034,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,80.87177436,1,0,0,0,0,52,486
1968,Rhode Island,RI,4,64.03064935,922000,1034,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,66.82932251,1,0,0,0,0,320,218
1972,Rhode Island,RI,4,46.81126866,974790,1034,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,46.89924535,0,0,0,0,0,521,17
1976,Rhode Island,RI,4,55.44200456,946089,1034,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,55.67237732,1,0,0,0,0,241,297
1980,Rhode Island,RI,4,47.68214786,948773,1034,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,56.16605547,1,0,0,0,0,448,90
1984,Rhode Island,RI,4,48.01736466,961894,1034,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,48.17026976,0,0,0,0,0,525,13
1988,Rhode Island,RI,4,55.63785459,996408,1034,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,55.87787055,1,0,0,0,0,426,112
1992,Rhode Island,RI,4,47.04796356,1000571,1034,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,61.84372282,1,0,0,0,0,168,370
1996,Rhode Island,RI,4,59.71858848,987858,1034,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,69.00421338,1,0,0,0,0,159,379
2000,Rhode Island,RI,4,60.98770019,1050268,1034,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,65.64911607,1,0,0,0,0,271,267
2004,Rhode Island,RI,4,59.42342623,1074579,1034,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,60.57751058,1,0,0,0,0,286,252
2008,Rhode Island,RI,4,62.86400461,1055003,1034,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,64.19813751,1,0,0,0,0,173,365
2012,Rhode Island,RI,4,62.70095886,1054621,1034,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,64.01674598,1,0,0,0,0,206,332
2016,Rhode Island,RI,4,54.40660657,1056770,1034,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,58.31070409,1,0,0,0,0,306,232
2020,Rhode Island,RI,4,59.47619877,1097379,1034,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,60.59935989,1,0,0,0,0,229,307
1952,South Carolina,SC,8,50.72151891,2178000,30111,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,50.72151891,1,0,0,0,0,442,89
1956,South Carolina,SC,8,45.36916592,2229000,30111,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,64.3045758,1,0,0,0,0,457,74
1960,South Carolina,SC,8,51.23743173,2392000,30111,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,51.23756423,1,0,0,0,0,220,317
1964,South Carolina,SC,8,41.10481824,2475000,30111,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,41.1054449,0,0,0,0,0,52,486
1968,South Carolina,SC,8,29.60889499,2559000,30111,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,43.73532825,0,0,0,0,0,320,218
1972,South Carolina,SC,8,27.92087095,2719197,30111,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,28.34669019,0,0,0,0,0,521,17
1976,South Carolina,SC,8,56.16951767,2943657,30111,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,56.56610905,1,0,0,0,0,241,297
1980,South Carolina,SC,8,48.20896631,3134502,30111,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,49.36270673,0,0,0,0,0,448,90
1984,South Carolina,SC,8,35.56517151,3271868,30111,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,35.88122058,0,0,0,0,0,525,13
1988,South Carolina,SC,8,37.58119855,3412096,30111,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,37.92785444,0,0,0,0,0,426,112
1992,South Carolina,SC,8,42.76254117,3600576,30111,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,47.64315457,0,0,0,0,0,168,370
1996,South Carolina,SC,8,44.00625292,3738974,30111,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,46.88802408,0,0,0,0,0,159,379
2000,South Carolina,SC,8,40.90152337,4024223,30111,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,41.83789393,0,0,0,0,0,271,267
2004,South Carolina,SC,8,40.90183594,4210921,30111,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,41.36354174,0,0,0,0,0,286,252
2008,South Carolina,SC,8,44.89656002,4528996,30111,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,45.45557081,0,0,0,0,0,173,365
2012,South Carolina,SC,9,44.08803341,4717354,30111,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,44.6917453,0,0,0,0,0,206,332
2016,South Carolina,SC,9,40.67341979,4957968,30111,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,42.53974364,0,0,0,0,0,306,232
2020,South Carolina,SC,9,43.4168385,5118425,30111,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,44.07339125,0,0,0,0,0,229,307
1952,South Dakota,SD,4,30.72756496,651000,75898,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,30.72756496,0,0,0,0,0,442,89
1956,South Dakota,SD,4,41.61479903,670000,75898,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,41.61479903,0,0,0,0,0,457,74
1960,South Dakota,SD,4,41.78643792,683000,75898,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,41.78643792,0,0,0,0,0,220,317
1964,South Dakota,SD,4,55.61241548,701000,75898,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,55.61241548,1,0,0,0,0,52,486
1968,South Dakota,SD,4,41.96164458,669000,75898,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,44.06079205,0,1,0,0,0,320,218
1972,South Dakota,SD,4,45.52315274,677234,75898,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,45.67082543,0,1,0,1,0,521,17
1976,South Dakota,SD,4,48.91212526,686390,75898,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,49.25696563,0,0,0,0,0,241,297
1980,South Dakota,SD,4,31.6918063,690851,75898,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,34.36654114,0,0,0,0,0,448,90
1984,South Dakota,SD,3,36.52879978,697249,75898,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,36.70048676,0,0,0,0,0,525,13
1988,South Dakota,SD,3,46.50612957,698165,75898,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,46.80762119,0,0,0,0,0,426,112
1992,South Dakota,SD,3,37.14097081,708698,75898,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,47.73896623,0,0,0,0,0,168,370
1996,South Dakota,SD,3,43.0271195,730699,75898,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,48.0664146,0,0,0,0,0,159,379
2000,South Dakota,SD,3,37.56422539,755844,75898,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,38.38528743,0,0,0,0,0,271,267
2004,South Dakota,SD,3,38.44364592,770396,75898,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,39.0867092,0,0,0,0,0,286,252
2008,South Dakota,SD,3,44.74743111,799124,75898,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,45.70429276,0,0,0,0,0,173,365
2012,South Dakota,SD,3,39.86614076,833566,75898,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,40.78150086,0,0,0,0,0,206,332
2016,South Dakota,SD,3,31.73742816,862996,75898,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,34.02814192,0,0,0,0,0,306,232
2020,South Dakota,SD,3,35.60525214,886667,75898,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,36.56522014,0,0,0,0,0,229,307
1952,Tennessee,TN,11,49.71245405,3352000,41220,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,49.86306788,0,0,0,0,0,442,89
1956,Tennessee,TN,11,48.59538601,3415000,41220,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,49.68540317,0,0,0,0,0,457,74
1960,Tennessee,TN,11,45.77454478,3575000,41220,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,46.3814148,0,0,0,0,0,220,317
1964,Tennessee,TN,11,55.50498013,3771000,41220,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,55.50662988,1,0,0,0,0,52,486
1968,Tennessee,TN,11,28.12976277,3878000,41220,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,42.63441871,0,0,0,0,0,320,218
1972,Tennessee,TN,10,29.74511773,4094611,41220,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,30.52638324,0,0,0,0,0,521,17
1976,Tennessee,TN,10,55.94074831,4346928,41220,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,56.57294458,1,0,0,0,0,241,297
1980,Tennessee,TN,10,48.40771852,4600252,41220,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,49.85007754,0,0,0,0,0,448,90
1984,Tennessee,TN,11,41.57224942,4686737,41220,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,41.8181519,0,0,0,0,0,525,13
1988,Tennessee,TN,11,41.5458518,4822437,41220,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,41.7813595,0,0,0,0,0,426,112
1992,Tennessee,TN,11,47.08479309,5013999,41220,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,52.59803665,1,0,0,0,0,168,370
1996,Tennessee,TN,11,47.99871179,5313576,41220,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,51.28664234,1,0,0,0,0,159,379
2000,Tennessee,TN,11,47.28489472,5703719,41220,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,48.03713322,0,0,0,1,0,271,267
2004,Tennessee,TN,11,42.52529111,5910809,41220,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,42.81455455,0,0,0,0,0,286,252
2008,Tennessee,TN,11,41.82853806,6247411,41220,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,42.3685282,0,0,0,0,0,173,365
2012,Tennessee,TN,11,39.07581499,6453898,41220,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,39.64892847,0,0,0,0,0,206,332
2016,Tennessee,TN,11,34.7163328,6646010,41220,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,36.37565696,0,0,0,0,0,306,232
2020,Tennessee,TN,11,37.45143427,6910840,41220,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,38.17222963,0,0,0,0,0,229,307
1952,Texas,TX,24,46.68849768,8314000,261914,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,46.7750202,0,0,0,0,0,442,89
1956,Texas,TX,24,43.97536237,8830000,261914,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,44.31455181,0,0,0,0,0,457,74
1960,Texas,TX,24,50.5203186,9624000,261914,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,51.01047369,1,0,0,0,0,220,317
1964,Texas,TX,25,63.31574674,10270000,261914,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,63.43794663,1,1,0,1,0,52,486
1968,Texas,TX,25,41.13793374,10819000,261914,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,50.78087169,1,0,0,0,0,320,218
1972,Texas,TX,26,33.23887311,11759148,261914,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,33.4268315,0,0,0,0,0,521,17
1976,Texas,TX,26,51.13895681,12904089,261914,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,51.59850323,1,0,0,0,0,241,297
1980,Texas,TX,26,41.42003014,14338208,261914,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,42.83265921,0,0,0,0,0,448,90
1984,Texas,TX,29,36.11394829,16007086,261914,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,36.21369482,0,0,0,0,0,525,13
1988,Texas,TX,29,43.34936922,16667022,261914,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,43.65366707,0,0,0,0,1,426,112
1992,Texas,TX,32,37.07845833,17650479,261914,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,47.75783683,0,0,0,0,1,168,370
1996,Texas,TX,32,43.83177194,19006240,261914,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,47.33937662,0,0,0,0,0,159,379
2000,Texas,TX,32,37.98195809,20944499,261914,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,39.04372985,0,0,0,0,1,271,267
2004,Texas,TX,34,38.22426046,22394023,261914,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,38.4898081,0,0,0,0,1,286,252
2008,Texas,TX,34,43.68312145,24309039,261914,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,44.06406325,0,0,0,0,0,173,365
2012,Texas,TX,38,41.38335828,26084481,261914,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,41.99210278,0,0,0,0,0,206,332
2016,Texas,TX,38,43.23525798,27914410,261914,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,45.28677442,0,0,0,0,0,306,232
2020,Texas,TX,38,46.47900991,29145505,261914,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,47.16927876,0,0,0,0,0,229,307
1952,Utah,UT,4,41.0749073,724000,82168,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,41.0749073,0,0,0,0,0,442,89
1956,Utah,UT,4,35.43885388,809000,82168,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,35.43885388,0,0,0,0,0,457,74
1960,Utah,UT,4,45.16785025,900000,82168,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,45.17990758,0,0,0,0,0,220,317
